,text
3238, enemies greatly story day ’ battle bhima karna reads much like chapter narrative modern war bhima desire fight karna remain long engaged eager reach arjuna radheya would means permit show ered arrows bhimasena stopped proceeding contrast two warriors stri
3239,king karna ’ handsome lotus like face radiant smiles attacked bhima saying “ show back ” “ flee like coward ” bhima anger taunted manner maddened karna ’ smiles battle fierce karna everything smiling air ofease whereas bhima ’ face glowed rage movements vi
3240,olent karna would keep distance send well aimed shafts bhima would disregard arrows javelins falling thick upon always try close karna radheya everything calmly graceful ease whereas bhimasena fumed fretted impatience showed amazing strength limb bhima red
3241, bleeding wounds presented appearance asoka tree full blossom minded attacked karna cutting bows twain smashing chariot karna run fresh chariot smile face anger rose like sea full moon day attacked bhima showed strength tigers speed eagles anger like serpe
3242,nts fury bhima brought mind insults injuries broth ers draupadi suffered fought desperately caring life two cars dashed milk white horses karn ’ chariot bhimasena ’ black horses jostled combat like clouds thunderstorm karna ’ bow shattered charioteer reele
3243,d fell karna hurled javelin bhima bhima parried continued pouring arrows karna taken fresh bow karna lose chariot duryodhana saw karna ’ plight calling brother durjaya said “ wicked pandava kill karna go attack bhima save karna ’ life ” durjaya went ordere
3244,d attacked bhima rage sent seven shafts sent durjaya ’ horses charioteer abode yama durjaya fell mortally wounded seeing bleeding body wriggling ground like wounded snake karna overwhelmed grief circled round hero paying mournful honour dead bhima stop con
3245,tinued fight greatly harassed karna karna find fresh chariot sent well aime shafts hit bhima fury hurled mace karna crashed karna ’ chariot killed charioteer horses broke flagstaf f karna stood ground bent bow duryodhana sent another brother relieve karna 
3246,durmukha went accordingly took karna chariot seeing yet anoth er son dhrit arashtra come offer death bhima licked lips gusto sent nine shafts newly arrived enemy even karna climbed take seat chariot durmukha ’ amour broken fell lifeless karna saw warrior b
3247,athed blood lying dead side overwhelmed grief stood motionless bhima relentlessly continued attack karna sharp arrows pierced karna ’ coat armour pain returned attack wounded bhima still pandava would stop attacked karna furiously sight many duryodhan ’ br
3248,others dying sake one another much karna physical pain wounds made lose courage turned away defeated bhima stood field battle red wounds like flaming fire emitted triumphant yell could brook returned combat chapter lxxxvii pledge respected dhrit arashtra h
3249,earing slaughter sons check received karna desolate “ sanjaya like moths falling fire sons destroyed stubborn duryodhana led lads durmukha durjaya doom alas lost boys fool said ‘ karna unrivalled among men courage accomplishment war side defeat us even god
3250,s win battle karna side pandavas seen karna beating retreat bhimasen attacked seen wisdom least alas sanjaya son earned undying hatred son vayu bhima strength god death w e indeed ruined ” sanjaya replied “ king brought unquenchable hatred listening words 
3251,foolish stubborn son indeed must traced greater disaster reaping fruit discarding advice bhishma elders blame king blame karna brave warriors done best battle ” thus admonishing blind king sanjaya proceeded tell happened five sons dhritarashtra durmarsha d
3252,ussaha durmata durdhara jaya saw karna put flight bhima rushed latter karna saw heartened turned back resume attack bhimasena first ignored sons dhrita rashtra concentrated karna became violent assault bhima got incensed turning attentions disposed five la
3253,y dead field horses charioteers young warriors bleeding wounds presented appearance forest trees uprooted strong wind lying flat ground beautiful red blossoms karna saw another batch princes slaughtered sake fought grimly ever bhima violent thanbefore thin
3254,king evil karna wrought pandavas used bow disarm karna completely horses charioteer also laid low karna jumped chariot hurled mace bhima bhima warded shafts powerful bow covered karna shower arrows forced turn back walk foot duryodhana watched combat great
3255,ly grieved sent seven brothers chitra upachilra chitraksha charuchitra sarasana chitrayudha chitravarman relieve radheya gave battle bhima displaying great skill energy fell dead one another bhima ’ passion roused attack irresistible karna saw many sons dh
3256,ritarashtra sacrificing face wet tears mounted fresh chariot began attack bhima deadly effect two combatants clashed like clouds thunderstorm kesava satyaki arjuna filled admiration joy watched bhim fighting bhurisravas kripacharya aswatthama salya jayadra
3257,tha many warriors kaurava army also broke exclamatio ns astonished way bhima fought duryodhana stung quick burned anger karna ’ plight caused extre anxiety feared bhima would kill radheya day sent seven brothers directing surround bhim attack simultaneousl
3258,y seven brothers sent duryodhana attacked bhima fell one another struck arrows vikarna killed last beloved bhima saw fall dead brave fight deeply moved exclaimed “ alas vikarna knew dharma fought loyal obedience call duty kill even indeed battle curse upon
3259, us men like grandsire bhishma slaughtered ” seeing duryodhana ’ brothers came help slain one another manner karna overwhelmed anguish leant back seat chariot closed eyes unable bear sight recovering control emotions hardened heart began againhis attack bh
3260,ima bow bow broken bhimas ena ’ shaft karna kept battle eighteen times take fresh bow karna long ago discarded smile face showed savage anger even bhima ’ glared fiercely fought yudhishthira heard bhima ’ roar rise tumult battle heartened fought drona incr
3261,eased vigour renewed fierce battle bhima karna bhima lost horses charioteer soon chariot also smashed pieces bhima hurled spear karna chariot karna parried shaft bhima advanced sword shield karna broke shield shafts bhima whirled sword hurled cut karna ’ b
3262,ow two fell ground karna took yet another bow assailed bhima arrows fiercely bhima fit uncontrollable rage sprang upon karna radheya took cover behind flagstaf f escaped destruction thereupon bhima jumped karna ’ car field battle deprived arms used elephan
3263,ts lying dead ground protect karna ’ arrows continued fight picked anything could lay hands upon wheels broken chariots limbs horses elephants lying hurling karna kept engaged withou interval could long continue bhima soon great disadvantage karna said exu
3264,ltingly “ foolish glutton know science war engage battle go jungle fill yoursel f fruits roots grow fat savage fit kshatriya battle get away ” hurling insulting taunts made helpless bhima burn rage mindful word kunti forbore killing “ arjuna see poor bhima
3265, harassed karna ” said krishna dhananjaya ’ eyes burned red wrath saw plight valiant brother bent gandiva dischar ged arrows karna gladly turned attentions bhima arjuna pledged word kunti kill one pand avas reserved option great arjuna chapter lxxxviii bhu
